Type,Brand,Model,Benchmark,Size,Model_Type,URL
SSD,Crucial,V4 256GB,27.6,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4100/V4-CT256V4SSD2
SSD,OCZ,Nocti Series mSATA 120GB,27.1,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2316/OCZ-NOCTI
SSD,Crucial,V4 128GB,27.0,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5400/V4-CT128V4SSD2
SSD,Patriot,Torqx 2 32GB SSD,27.0,32GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4330/Patriot-Torqx-2-32GB-SSD
SSD,OCZ,VERTEX-PLUS 60GB,26.7,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5101/OCZ-VERTEX-PLUS
SSD,Samsung,MZMPA032HMCD-000 32GB,26.6,32GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/13406/SAMSUNG-MZMPA032HMCD-000
SSD,Samsung,MMDOE56G5MXP-0VB 256GB,26.4,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2430/SAMSUNG-MMDOE56G5MXP-0VB
SSD,OCZ,VERTEX 64GB,26.4,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2798/OCZ-VERTEX
SSD,OCZ,VERTEX-TURBO 32GB,26.3,32GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/10536/OCZ-VERTEX-TURBO
SSD,OCZ,NOCTI 30GB,26.1,30GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6687/OCZ-NOCTI
SSD,Corsair,Nova 2 30GB,25.4,30GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/15718/Corsair-Nova-2-SSD
SSD,Corsair,CMFSSD-64GBG2D 64GB,25.4,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1848/CORSAIR-CMFSSD-64GBG2D
SSD,Corsair,CMFSSD-256GBG2D 256GB,25.3,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4873/CORSAIR-CMFSSD-256GBG2D
SSD,OCZ,SUMMIT 128GB,25.2,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4737/OCZ-SUMMIT
SSD,Kingston,SV100S2128G 128GB,24.6,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2099/KINGSTON-SV100S2128G
SSD,Samsung,"PM800 Series 2.5"" 256GB",24.5,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5330/SAMSUNG-SSD-PM800-Series-25--256GB
SSD,Samsung,MZMPA024HMCD-000L1 24GB,24.2,24GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/12709/SAMSUNG-MZMPA024HMCD-000L1
SSD,OCZ,PETROL 64GB,23.9,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9027/OCZ-PETROL
SSD,,CSSD-V60GB2 60GB,23.8,60GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2886/CSSD-V60GB2
SSD,Samsung,"PM800 2.5"" 128GB",23.5,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4482/SAMSUNG-SSD-PM800-25--128GB
SSD,Samsung,"PB22-JS3 FDE 2.5"" 256GB",23.4,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4863/SAMSUNG-SSD-PB22-JS3-FDE-25--256GB
SSD,Samsung,"PB22-JS3 FDE 2.5"" 128GB",23.4,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4180/SAMSUNG-SSD-PB22-JS3-FDE-25--128GB
SSD,Kingston,SV100S2 256GB,23.0,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3014/KINGSTON-SV100S2
SSD,Corsair,CMFSSD-128D1 128GB,22.7,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1549/Corsair-CMFSSD-128D1
SSD,Sandisk,U100 16GB,22.7,16GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9035/SanDisk-SSD-U100-16GB
SSD,Corsair,CSSD-V32GB2 32GB,22.6,32GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/13318/Corsair-CSSD-V32GB2
SSD,Samsung,MMCRE28G8MXP-0VBL1 128GB,22.4,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3630/SAMSUNG-MMCRE28G8MXP-0VBL1
SSD,Kingston,SMS100S232G 32GB,22.3,32GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7090/KINGSTON-SMS100S232G
SSD,Samsung,PM800 TH 64GB,22.1,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7563/SAMSUNG-SSD-PM800-TH-64GB
SSD,Sandisk,i100 16GB,21.6,16GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6521/SanDisk-SSD-i100-16GB
SSD,Transcend,TS128GSSD25S-M 128GB,21.2,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5489/TS128GSSD25S-M
SSD,Kingston,SV100S264G 64GB,21.1,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5192/KINGSTON-SV100S264G
SSD,Kingston,SSDNow SNV Series 128GB,20.2,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3487/KINGSTON-SNV425S2128GB
SSD,Samsung,PM800 mSATA 64GB,19.4,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9744/SAMSUNG-SSD-PM800-mSATA
SSD,Samsung,MCG8GC 63GB,18.8,63GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2089/Samsung-MCG8GC
SSD,Transcend,TS64GSSD25S-M 64GB,18.5,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5160/TS64GSSD25S-M
SSD,Kingston,SSDNow SNV Series 64GB,18.1,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2043/KINGSTON-SNV425S264GB
SSD,Patriot,Warp V2 64GB SSD,17.5,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/11678/Patriot-Warp-V2-64GB-SSD
SSD,Toshiba,THNSNB128GMCJ 128GB,15.9,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3691/TOSHIBA-THNSNB128GMCJ
SSD,Samsung,RBX Series 128GB M,15.8,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6409/SAMSUNG-SSD-RBX-Series-128GB-M
SSD,Samsung,MMCQE28G8MUP-0VA 128GB,14.5,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6149/SAMSUNG-MMCQE28G8MUP-0VA
SSD,Sandisk,iSSD P4 8GB,13.2,8GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3309/SanDisk-iSSD-P4-8GB
SSD,,OS 500GB,9.75,500GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/12673/OS
SSD,,HTS545050A7E380 500GB,8.84,500GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7371/HTS545050A7E380
SSD,Toshiba,THNS128GE8BBDC 128GB,8.74,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6170/TOSHIBA-THNS128GE8BBDC
SSD,Samsung,MBG4GC 31GB,0.0,31GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6544/Samsung-MBG4GC
