Type,Brand,Model,Benchmark,Size,Model_Name,Storage_Size,Year,URL
HDD,Fujitsu,MHY2120BH 120GB,19.9,120GB,MHY2120BH,120GB,,https://hdd.userbenchmark.com/SpeedTest/10510/FUJITSU-MHY2120BH
HDD,Seagate,ST910021AS 100GB,19.9,100GB,ST910021AS,100GB,,https://hdd.userbenchmark.com/SpeedTest/11880/ST910021AS
HDD,Maxtor,6Y060L0 61GB,19.9,61GB,6Y060L0,61GB,,https://hdd.userbenchmark.com/SpeedTest/3853/Maxtor-6Y060L0
HDD,Seagate,ST3160021A 160GB,19.9,160GB,ST3160021A,160GB,,https://hdd.userbenchmark.com/SpeedTest/6402/ST3160021A
HDD,WD,WD1600BEVE-00WZT0 160GB,19.7,160GB,WD1600BEVE-00WZT0,160GB,,https://hdd.userbenchmark.com/SpeedTest/10531/WDC-WD1600BEVE-00WZT0
HDD,Seagate,ST3120022A 120GB,19.7,120GB,ST3120022A,120GB,,https://hdd.userbenchmark.com/SpeedTest/2299/ST3120022A
HDD,WD,WD800BB-88JHC0 80GB,19.7,80GB,WD800BB-88JHC0,80GB,,https://hdd.userbenchmark.com/SpeedTest/1308/WDC-WD800BB-88JHC0
HDD,Hitachi,HTS542516K9SA00 160GB,19.7,160GB,HTS542516K9SA00,160GB,,https://hdd.userbenchmark.com/SpeedTest/2771/Hitachi-HTS542516K9SA00
HDD,Seagate,ST380011A 80GB,19.5,80GB,ST380011A,80GB,,https://hdd.userbenchmark.com/SpeedTest/1697/ST380011A
HDD,Maxtor,6 Y120P0 123GB,19.4,123GB,6 Y120P0,123GB,,https://hdd.userbenchmark.com/SpeedTest/4430/Maxtor-6-Y120P0
HDD,Seagate,ST340014A 40GB,19.3,40GB,ST340014A,40GB,,https://hdd.userbenchmark.com/SpeedTest/1817/ST340014A
HDD,Fujitsu,MHY2160BH 160GB,19.2,160GB,MHY2160BH,160GB,,https://hdd.userbenchmark.com/SpeedTest/4449/FUJITSU-MHY2160BH
HDD,Toshiba,MK1646GSX 160GB,19.1,160GB,MK1646GSX,160GB,,https://hdd.userbenchmark.com/SpeedTest/5350/TOSHIBA-MK1646GSX
HDD,Fujitsu,MHY2200BH 200GB,19.0,200GB,MHY2200BH,200GB,,https://hdd.userbenchmark.com/SpeedTest/1960/FUJITSU-MHY2200BH
HDD,WD,WD800BEVS-22RST0 80GB,18.5,80GB,WD800BEVS-22RST0,80GB,,https://hdd.userbenchmark.com/SpeedTest/3519/WDC-WD800BEVS-22RST0
HDD,Fujitsu,MHW2120BH 120GB,18.4,120GB,MHW2120BH,120GB,,https://hdd.userbenchmark.com/SpeedTest/3831/FUJITSU-MHW2120BH
HDD,Toshiba,MK8037GSX 80GB,18.2,80GB,MK8037GSX,80GB,,https://hdd.userbenchmark.com/SpeedTest/1841/TOSHIBA-MK8037GSX
HDD,Hitachi,HTS542580K9SA00 80GB,17.8,80GB,HTS542580K9SA00,80GB,,https://hdd.userbenchmark.com/SpeedTest/7089/Hitachi-HTS542580K9SA00
HDD,Seagate,ST3120023A 120GB,17.7,120GB,ST3120023A,120GB,,https://hdd.userbenchmark.com/SpeedTest/6505/ST3120023A
HDD,Seagate,ST9160821AS 160GB,17.6,160GB,ST9160821AS,160GB,,https://hdd.userbenchmark.com/SpeedTest/1006/ST9160821AS
HDD,Toshiba,MK1637GSX 160GB,17.6,160GB,MK1637GSX,160GB,,https://hdd.userbenchmark.com/SpeedTest/4513/TOSHIBA-MK1637GSX
HDD,Hitachi,HTS541616J9SA00 160GB,17.6,160GB,HTS541616J9SA00,160GB,,https://hdd.userbenchmark.com/SpeedTest/4013/Hitachi-HTS541616J9SA00
HDD,Seagate,ST9120822AS 120GB,17.2,120GB,ST9120822AS,120GB,,https://hdd.userbenchmark.com/SpeedTest/5319/ST9120822AS
HDD,Hitachi,HTS541680J9SA00 80GB,17.1,80GB,HTS541680J9SA00,80GB,,https://hdd.userbenchmark.com/SpeedTest/2399/Hitachi-HTS541680J9SA00
HDD,WD,WD600BB-75CAA0 60GB,17.0,60GB,WD600BB-75CAA0,60GB,,https://hdd.userbenchmark.com/SpeedTest/6010/WDC-WD600BB-75CAA0
HDD,Seagate,ST980811AS 80GB,17.0,80GB,ST980811AS,80GB,,https://hdd.userbenchmark.com/SpeedTest/1970/ST980811AS
HDD,Seagate,ST340016A 40GB,16.8,40GB,ST340016A,40GB,,https://hdd.userbenchmark.com/SpeedTest/2501/ST340016A
HDD,Fujitsu,MHW2080BH 80GB,16.7,80GB,MHW2080BH,80GB,,https://hdd.userbenchmark.com/SpeedTest/6989/FUJITSU-MHW2080BH
HDD,Hitachi,HDS722580VLAT20 61GB,16.6,61GB,HDS722580VLAT20,61GB,,https://hdd.userbenchmark.com/SpeedTest/3589/HDS722580VLAT20
HDD,Seagate,ST360021A 60GB,16.6,60GB,ST360021A,60GB,,https://hdd.userbenchmark.com/SpeedTest/10830/ST360021A
HDD,Fujitsu,MHV2120BH PL 120GB,16.5,120GB,MHV2120BH PL,120GB,,https://hdd.userbenchmark.com/SpeedTest/1025/FUJITSU-MHV2120BH-PL
HDD,Hitachi,HTS541612J9SA00 120GB,16.3,120GB,HTS541612J9SA00,120GB,,https://hdd.userbenchmark.com/SpeedTest/1249/Hitachi-HTS541612J9SA00
HDD,Toshiba,MK1237GSX 120GB,16.0,120GB,MK1237GSX,120GB,,https://hdd.userbenchmark.com/SpeedTest/4749/TOSHIBA-MK1237GSX
HDD,Toshiba,MK2035GSS 200GB,16.0,200GB,MK2035GSS,200GB,,https://hdd.userbenchmark.com/SpeedTest/5833/TOSHIBA-MK2035GSS
HDD,Fujitsu,MHV2100BH 100GB,15.7,100GB,MHV2100BH,100GB,,https://hdd.userbenchmark.com/SpeedTest/1474/FUJITSU-MHV2100BH
HDD,Seagate,ST98823AS 80GB,15.7,80GB,ST98823AS,80GB,,https://hdd.userbenchmark.com/SpeedTest/5717/ST98823AS
HDD,Fujitsu,MHV2080BH PL 80GB,15.5,80GB,MHV2080BH PL,80GB,,https://hdd.userbenchmark.com/SpeedTest/5000/FUJITSU-MHV2080BH-PL
HDD,Seagate,ST9100824AS 100GB,15.4,100GB,ST9100824AS,100GB,,https://hdd.userbenchmark.com/SpeedTest/2949/ST9100824AS
HDD,Seagate,ST340015A 40GB,15.3,40GB,ST340015A,40GB,,https://hdd.userbenchmark.com/SpeedTest/4591/ST340015A
HDD,Hitachi,HTS541010G9SA00 100GB,15.0,100GB,HTS541010G9SA00,100GB,,https://hdd.userbenchmark.com/SpeedTest/5274/HTS541010G9SA00
HDD,Maxtor,4G120J6 123GB,14.9,123GB,4G120J6,123GB,,https://hdd.userbenchmark.com/SpeedTest/4566/Maxtor-4G120J6
HDD,Toshiba,MK1234GSX 120GB,14.4,120GB,MK1234GSX,120GB,,https://hdd.userbenchmark.com/SpeedTest/1726/TOSHIBA-MK1234GSX
HDD,Toshiba,MK8034GSX 80GB,13.5,80GB,MK8034GSX,80GB,,https://hdd.userbenchmark.com/SpeedTest/4167/TOSHIBA-MK8034GSX
HDD,Toshiba,MK8032GSX 80GB,12.8,80GB,MK8032GSX,80GB,,https://hdd.userbenchmark.com/SpeedTest/4083/TOSHIBA-MK8032GSX
HDD,Seagate,ST960821A 60GB,9.96,60GB,ST960821A,60GB,,https://hdd.userbenchmark.com/SpeedTest/2864/ST960821A
